x [Mpc],y [Mpc],z [Mpc],vx [km/s],vy [km/s],vz [km/s]
15.521,12.819,7.8023,38.708,167.3,43.714
15.431,12.771,7.5444,17.809,194.78,54.303
15.411,12.755,7.5265,24.708,199.56,-54.322
15.368,12.71,7.5894,41.159,-49.159,-0.33071
15.369,12.7,7.5543,29.272,119.7,22.868
15.452,13.009,7.1526,-37.05,131.67,87.71
15.404,12.989,7.1208,19.147,122.89,62.902
14.874,13.883,7.2675,-118.8,178.31,-48.083
14.226,13.893,6.8155,144.19,-50.917,-54.544
14.841,13.486,6.6438,-9.93,102.68,32.889
15.232,13.905,6.2216,-46.156,2.8847,73.477
15.619,14.007,6.2214,-64.503,72.507,78.143
15.622,13.952,6.2423,-105.77,-60.999,36.891
15.577,13.925,6.242,-23.416,47.334,40.106
15.231,13.019,7.1991,24.25,104.51,29.554
15.162,14.03,7.0507,-24.385,106.46,148
15.945,14.16,7.0391,-149.32,63.386,-31.755
15.757,14.25,7.0099,-112.96,-84.958,-6.9977
15.171,14.647,7.9249,-16.172,89.758,-82.081
15.6,14.538,7.5792,-120.32,-72.525,-40.286
15.304,15.048,7.8063,-68.083,24.868,-12.531
15.633,14.274,6.0922,-31.526,62.979,141.25
15.994,14.033,6.9295,-109.36,58.728,-59.984
15.982,14.048,6.9859,-133.15,-24.405,38.103
15.126,14.041,6.7115,-114.81,-1.249,118.25
15.182,14.325,6.3578,93.915,82.76,62.371
15.075,14.323,6.4168,-69.412,91.681,202.14
15.211,14.365,6.2465,56.165,55.924,133.08
14.717,14.038,6.2834,-10.937,29.558,147.22
14.95,14.143,6.6248,-125.74,42.648,92.554
14.963,14.066,6.5623,-100.11,30.472,107.91
14.652,14.397,6.9584,-138.84,149.3,16.013
14.565,14.412,7.0013,-181.24,54.329,-18.477
14.521,14.476,6.9687,-35.627,-100.5,61.915
14.555,14.507,6.9725,-195.07,76.416,-53.726
14.552,14.446,7.0018,232.01,173.03,415
14.539,14.432,6.9911,-185.19,207.08,143.67
14.522,14.444,6.9745,-290.59,37.36,-25.844
14.517,14.389,6.9721,-9.5567,115.54,138.36
14.548,14.406,6.9927,-148.29,205.8,-220.58
14.525,14.361,6.9842,46.201,-122.39,26.527
14.549,14.365,6.9641,-8.1538,-50.38,44.292
14.568,14.367,6.98,-237.79,-161.08,238.07
14.586,14.2,6.8119,-135.31,101.52,-24.168
14.883,14.582,6.8853,-75.18,88.674,132.24
14.858,14.756,6.6021,17.953,57.406,-118.12
14.719,14.643,6.785,-110.03,-30.959,-58.511
14.404,14.569,6.6694,-90.563,-96.362,137.12
14.47,14.667,6.3462,-28.508,-77.74,207.16
14.47,14.671,6.4501,32.978,-85.315,206.73
14.386,14.789,6.4891,56.298,-51.361,247.6
14.308,14.766,6.4952,73.699,-12.418,164.01
14.938,15.667,6.7301,-22.195,-151.54,44.301
14.061,15.236,7.9507,-30.92,-199.25,-30.3
14.682,14.583,7.1744,-185.56,-105.34,-128.53
14.509,14.595,7.2092,67.652,-108.53,118.75
14.517,14.534,7.0877,-10.78,-100.1,182.32
14.568,14.513,7.013,-60.104,8.1158,-164.15
14.195,14.658,7.2635,328.57,80.64,-249.32
14.17,14.716,7.2899,48.061,-186.45,95.633
14.016,14.609,7.264,101.18,57.228,-288.39
14.017,14.557,7.3501,123.98,-180.05,-130.65
14.166,14.6,7.3741,10.978,-87.602,-208.21
14.133,14.578,7.2479,-161.52,296.17,-65.549
14.135,14.593,7.1605,148.87,207.71,-40.012
14.138,14.579,7.1414,212.55,-91.527,-133.16
14.07,14.548,7.2293,198.31,162.93,-107.02
14.094,14.528,7.248,272.37,135.73,191.07
14.073,14.522,7.2291,121.22,95.965,28.628
14.057,14.547,7.1952,224.19,-57.652,-113.07
14.03,14.565,7.1686,-50.182,181.28,71.181
14.057,14.539,7.1886,235.43,-91.797,-168.61
14.034,14.538,7.1507,280.68,59.617,-137.53
14.086,14.535,7.192,-202.92,32.164,-73.538
14.105,14.569,7.1567,215.82,73.539,-129.07
14.106,14.602,7.1867,27.572,-276.76,-39.119
14.057,14.589,7.1593,171.71,-182.95,118.76
14.057,14.581,7.202,-0.63095,36.801,-373.21
14.04,14.579,7.2076,22.673,-11.583,-213.34
14.067,14.592,7.2205,174.38,58.764,36.453
14.065,14.592,7.2007,-294.67,-139.38,8.9616
14.075,14.585,7.2044,74.459,-432.3,-85.605
14.108,14.588,7.2046,-154.17,-249.71,-184.6
14.084,14.692,7.2338,135.85,-439.84,65.116
14.037,14.669,7.1706,310.45,-41.745,239.83
14.146,14.647,7.2467,356.64,-140.51,-264.13
14.089,14.594,7.1015,-31.687,-93.607,-39.253
14.268,14.575,7.028,-310.01,108.9,36.353
14.459,14.385,7.044,91.439,65.169,-157.79
14.401,14.345,7.1846,-58.384,144.79,1.0649
14.358,14.43,7.2179,-15.548,-22.485,109.52
14.319,14.464,7.0873,66.089,-321.55,-2.6659
14.237,14.479,7.1052,-398.27,69.078,145.28
14.032,14.412,7.0117,83.764,-49.709,-348.55
14.124,14.363,7.165,-108.39,-187.96,14.583
14.04,14.369,7.1901,-127.39,-282.07,-168.25
14.494,14.503,7.2824,-104.72,21.003,75.011
14.409,14.463,7.2881,-72.415,145.2,83.16
14.499,14.367,7.2845,39.592,-132.5,-15.726
14.361,14.247,7.3876,54.563,134.13,-6.9617
14.344,14.25,7.257,304.54,-64.652,-158.54
14.612,14.255,7.1934,-237.9,-113.21,-224.02
14.635,14.435,7.0674,41.033,85.642,65.78
14.564,14.485,7.0349,-146.37,383.25,95.83
14.5,14.433,7.0838,-250.19,380.2,-83.594
14.503,14.401,7.0528,114.18,8.1891,12.375
14.541,14.436,7.0305,-125.92,-41.287,134.18
14.532,14.433,7.0278,-198.67,289.68,276.63
14.557,14.421,7.0115,11.813,-79.149,-48.647
14.557,14.431,7.0191,-320.74,100.83,230.09
14.616,14.43,7.0175,9.6124,76.081,65.292
14.604,14.363,7.0645,20.422,30.666,23.958
14.529,14.38,7.0533,-223.31,22.117,-42.555
14.657,14.342,7.0152,-93.176,53.642,13.71
14.674,14.357,7.1051,17.088,220.64,-31.645
14.694,14.317,7.1747,-291.31,209.6,178.87
14.66,14.323,7.1563,-359.23,123.02,140.47
14.653,14.426,7.1709,-250.65,-77.836,-139.75
14.592,14.216,7.3773,-240.42,52.793,-5.3883
14.03,14.394,7.5569,201.9,17.744,-82.574
14.241,14.265,7.6066,95.539,-146.28,-98.247
13.802,14.255,7.0503,249.08,9.9625,25.601
13.652,14.406,7.2596,81.566,-14.385,-134.1
13.825,14.451,7.3046,-0.46858,-134.37,-16.817
13.993,14.506,7.1777,16.178,198.58,109.59
13.714,14.487,7.1966,128.86,-242.6,-91.633
13.655,14.556,7.0533,275.4,-127.01,54.398
13.993,14.618,7.0368,98.753,201.29,-134.29
13.99,14.644,7.242,-391.56,-69.497,-252.06
13.998,14.64,7.2521,-128.05,-286.44,-94.957
13.91,14.668,7.2259,214.52,-249.31,9.5497
13.89,14.598,7.1381,30.487,-95.483,56.676
13.992,14.56,7.1944,-123.49,-29.91,-281.55
13.816,14.745,7.2683,165.99,-94.95,123
13.792,14.749,7.2637,261.29,-230.41,151.8
13.788,14.715,7.2989,341.49,-212.07,108.83
13.792,14.657,7.299,299.3,-106.75,230.61
13.838,14.636,7.272,391.83,-151.82,115.21
13.907,14.648,7.417,70.547,-27.449,-111.53
13.942,14.64,7.4594,16.164,-6.248,8.8863
13.693,14.539,7.271,371.26,-321.91,73.686
13.733,14.591,7.3679,290.18,1.5609,191.46
13.712,14.603,7.3236,267.67,-260.9,62.834
13.675,14.675,7.2894,297.19,-116,7.7573
13.744,14.696,7.3348,-123.18,18.482,-96.68
13.66,14.673,7.3226,400.29,-168.34,-110.71
13.727,14.724,7.3588,96.165,-6.0774,140.72
13.73,14.767,7.2714,216.37,-38.601,193.25
13.677,14.853,7.164,-5.0394,-49.036,-39.063
13.571,14.521,7.8134,29.737,-60.116,-115.07
13.648,14.512,7.7421,223.69,17.663,-39.238
13.731,14.751,7.6526,36.309,-66.723,-42.22
13.793,14.982,7.9667,141.7,19.688,-153.92
13.656,15.489,7.3972,15.416,-229.83,32.538
13.581,14.75,6.0842,-9.6015,-36.281,170.86
13.604,14.188,6.8129,85.616,51.029,26.868
13.017,14.736,6.6493,104.81,-39.285,64.204
13.454,14.792,6.2263,-66.313,-51.178,143.52
13.337,14.836,6.2117,37.727,-71.209,82.118
12.449,15.787,6.2859,-9.3108,-144.96,49.678
12.742,15.25,6.1151,84.913,49.109,56.987
12.877,14.748,7.2411,185.93,-11.307,122.32
12.879,14.684,7.2025,107.59,-91.952,133.2
12.856,14.797,7.244,124.92,-51.366,23.832
13.822,12.598,7.2197,84.123,106.65,1.8039
13.387,12.325,4.7905,66.883,53.24,-16.721
12.477,12.845,4.9524,21.251,21.311,29.805
12.6,15.753,5.0904,-5.0813,-123.18,64.777
12.818,14.369,5.8448,69.328,79.35,69.844
13.068,14.913,5.9684,149.1,-123.16,172.3
13.099,14.905,5.945,47.534,-100.26,157.95
13.129,14.918,5.9962,-44.989,-65.531,69.419
13.143,14.889,5.8885,150.07,-32.815,218.01
13.231,14.95,5.9581,30.745,-192.73,48.261
13.337,14.814,5.9777,15.576,-96.243,188.69
13.317,14.9,5.8605,57.282,42.605,65.94
13.161,14.725,5.9712,18.331,15.955,88.405
13.184,14.067,5.4628,56.764,89.667,50.775
13.408,14.851,5.3052,-16.531,-104.76,121.02
13.249,15.011,6.0017,4.5011,-52.598,156.39
13.289,15.385,4.2698,28.711,-1.2694,50.29
13.306,15.548,4.429,82.259,-54.911,87.674
13.311,15.61,4.3707,59.031,-20.091,114.73
13.436,15.58,4.2835,-52.475,-27.836,59.429
13.385,15.739,4.3845,31.867,-66.571,112.72
13.826,15.633,4.1063,22.758,-34.136,79.584
13.863,15.6,4.0671,29.036,-157.7,69.887
14.058,15.878,4.0212,-39.519,-68.724,89.641
14.779,14.266,5.8247,6.1845,-115.74,130.59
15.47,14.785,5.1713,21.602,-105.01,88.551
15.752,14.198,5.2584,-88.94,-10.854,128.14
15.895,14.1,5.6813,-31.447,44.05,63.003
15.872,14.104,5.7002,-42.874,-20.135,205.99
15.784,14.101,5.5146,-32.113,44.015,20.418
15.703,14.109,5.5114,-4.6096,51.574,39.338
15.712,14.121,5.6913,-35.664,-97.231,24.335
15.671,14.073,5.8181,14.417,33.173,63.339
15.526,15.511,5.3818,17.792,-114.83,41.513
15.921,14.204,4.6078,-47.571,7.1513,72.198
15.76,14.11,4.8169,-25.508,89.643,93.453
15.659,13.918,5.4923,-89.158,29.901,249.7
15.707,13.995,5.4733,-86.97,-40.712,15.978
15.756,13.962,5.5942,-103.95,192.05,167.48
15.727,13.835,5.7736,-45.431,14.045,88.385
15.598,13.99,5.8385,-6.2718,102.71,240.23
15.624,13.971,5.7976,-22.161,13.826,-1.6079
15.731,13.948,5.5968,-69.415,16.975,16.28
15.748,13.973,5.6162,88.332,4.8565,110.18
15.739,13.886,5.6984,86.49,-42.645,209
15.751,13.927,5.6867,78.256,-46.561,197.06
15.221,13.964,5.8728,63.328,-66.075,157.78
15.241,13.855,5.4275,-27.637,67.904,81.817
14.852,12.359,4.9533,85.74,23.729,-61.551
14.994,12.028,4.3076,70.283,-62.704,52.781
14.472,12.741,5.3854,61.646,-23.428,60.244
14.539,12.765,5.4396,114.04,50.045,50.025
14.547,12.119,5.1717,-23.203,44.641,71.601
15.39,12.83,4.8373,-26.795,26.484,79.655
15.415,12.835,4.778,-2.3648,-5.4192,51.35
15.104,12.034,4.6605,65.889,67.356,46.552
14.891,15.368,3.8121,72.71,-53.402,89.23
14.903,15.424,3.8076,-8.2221,32.241,77.416
14.006,15.771,3.8458,14.552,-102.03,103.43
14.003,15.845,3.8404,-36.176,-45.796,74.026
13.215,14.769,3.9155,17.066,23.483,94.796
13.771,15.642,3.9569,87.282,-119.07,82.671
12.011,12.079,3.9803,-52.11,8.3824,11.133
12.92,12.479,3.8743,7.0659,-3.5482,84.992
13.156,12.05,1.412,9.8087,11.829,31.042
13.168,12.87,1.0509,9.0573,6.1097,14.566
13.461,15.586,1.2855,45.889,-60.969,19.898
13.479,15.662,1.1384,13.034,16.38,28.377
13.425,15.614,1.183,24.893,-52.474,-33.202
13.671,15.687,1.0131,26.812,-1.8321,11.166
13.319,14.658,0.78188,21.235,20.611,1.1323
15.573,15.674,0.53554,68.378,-7.9702,-6.2213
15.673,15.951,0.66348,81.569,-64.159,-32.91
15.442,15.501,0.064737,75.438,-9.8747,-40.94
15.549,15.732,0.46939,101.03,16.699,-40.302
15.949,14.633,0.65968,80.555,28.636,-21.769
15.99,13.161,0.41969,78.504,27.278,-17.416
15.421,12.525,0.84499,58.608,32.771,0.11131
13.737,10.114,1.1239,28.277,61.777,11.941
13.303,11.624,1.7654,15.5,25.281,31.776
13.54,11.198,1.7227,12.395,38.648,44.298
13.533,11.049,1.7275,26.541,79.263,24.48
13.974,10.751,3.2618,47.411,95.054,65.357
14.327,11.415,3.8786,77.507,92.664,113.23
15.784,11.073,2.3859,112.37,-9.3201,79.81
15.84,10.994,2.4093,15.51,20.689,75.418
13.639,9.1359,2.7402,28.865,66.057,30.432
13.93,8.5907,0.44925,38,38.145,-17.481
13.457,6.5589,2.4108,23.73,11.297,10.188
14.003,2.7353,0.3984,50.275,-41.486,-24.05
14.579,0.04907,3.3679,25.374,-98.36,49.463
15.147,0.52593,3.2654,46.377,-82.906,47.683
15.506,1.6807,3.3793,72.621,-74.587,14.111
13.645,3.6712,2.1254,31.514,-43.961,1.9003
13.815,1.8704,2.6349,34.689,-68.525,21.95
13.582,0.87264,1.0547,31.999,-62.055,0.094713
10.705,3.5793,0.22834,-63.51,-45.432,-22.854
10.177,2.3813,0.33282,-84.619,-47.491,-17.157
10.293,1.115,0.65707,-75.911,-47.11,-1.4528
10.877,0.10099,1.5238,-50.402,-56.735,31.295
10.368,1.9642,2.7638,-76.901,-69.272,30.835
10.589,0.31534,3.5965,-73.163,-87.511,79.136
10.511,3.6192,2.5801,-69.063,-50.809,15.939
8.64,3.6051,3.4041,-122.94,-64.837,11.375
8.8921,0.014651,2.2822,-58.179,8.631,52.371
8.9243,0.10327,2.2905,-145.78,-41.899,57.295
8.175,5.5888,0.55989,-136.8,-36.652,-25.795
11.349,6.1293,0.31762,-31.474,-5.0089,-23.711
10.996,6.3873,2.7666,-42.03,4.361,19.835
8.597,5.6423,2.4211,-109.4,-30.423,2.3243
9.5318,4.0599,4.8701,-79.283,-49.744,25.294
8.1165,7.7489,4.8251,-83.383,13.853,27.965
8.1796,7.8062,5.9822,-84.863,14.598,36.101
9.6143,6.1585,4.1006,-65.891,-5.3964,29.775
10.886,7.8782,5.1498,30.007,39.786,2.3758
10.238,6.5597,5.8291,-40.684,12.08,23.215
10.625,6.9528,5.1299,-16.574,32.603,36.966
11.202,7.2319,5.1255,-20.913,90.487,83.089
11.234,7.3616,5.0604,-28.884,42.513,-17.249
11.246,7.3853,5.1511,-48.452,10.174,36.367
11.002,7.9302,5.2331,-28.561,9.3447,34.453
10.975,4.2872,4.8981,-49.956,-38.756,26.845
10.893,4.3032,6.0954,-51.179,-33.897,33.453
10.683,5.9456,7.1518,-47.471,-10.321,47.705
10.882,5.9089,7.3456,-56.289,-6.4629,-0.25461
10.726,4.6671,7.0621,-49.271,6.7064,41.698
10.775,4.8282,7.0722,-60.736,-41.603,-5.5418
11.307,7.8837,7.917,-25.877,31.226,29.94
11.351,7.9993,6.3183,-24.363,32.188,6.651
9.391,6.3696,7.8381,-71.847,1.2641,-3.1417
9.6758,6.0099,7.3301,-54.879,-6.2022,0.6768
9.3292,7.8833,7.2054,-74.851,25.014,48.151
9.8286,5.9883,7.1428,-63.825,-8.8009,53.451
9.5143,4.5197,7.1621,-70.432,-7.1092,24.183
9.483,4.7705,7.3385,-67.976,-30.439,-28.627
9.5223,4.4616,7.015,-70.178,-37.017,21.296
9.4751,4.1066,6.2858,-75.419,-42.262,36.345
9.3624,2.4539,7.2848,-80.099,-77.892,-19.136
9.6371,0.48226,6.0863,-15.228,175.74,79.491
9.7866,0.050571,6.7413,-108.34,23.485,-103.53
8.0736,0.33872,6.534,-52.043,-115.13,-62.393
8.8805,1.7591,6.6112,-92.361,-110.46,-15.955
8.4773,0.045078,5.2751,-65.743,-208.3,91.536
8.9403,0.034093,5.6138,-195.09,44.732,114.14
8.797,0.022158,5.8353,-9.4166,-309.25,-69.17
9.3843,0.26569,5.3313,-112.33,-55.249,2.9777
8.1093,0.58551,4.8225,-23.683,-58.421,-30.322
10.73,3.9954,4.2222,-56.95,-43.514,37.476
10.733,1.3524,4.2806,-67.839,-104.34,56.484
10.821,0.95639,5.1071,-74.375,-128.46,50.194
10.781,0.86945,6.1376,-67.429,-99.39,10.597
10.773,0.80676,6.1104,-80.865,-183.68,17.238
10.999,1.8633,6.9238,-47.332,-99.165,-2.7914
13.873,1.628,7.3093,31.41,-100.9,15.268
12.993,1.2014,6.4715,12.53,-117.92,20.737
12.936,1.2102,6.3084,-9.3488,-118.05,41.94
13.159,1.3981,4.2203,6.8577,-94.013,49.204
12.893,1.4524,4.9633,-2.5266,-101.5,37.798
13.002,3.8429,4.2883,5.1725,-43.219,38.256
14.326,0.14968,4.6939,12.479,-113.86,37.469
14.874,1.9598,4.8578,45.022,-78.038,31.372
14.053,0.18755,6.189,5.4622,-139.75,55.816
15.897,1.682,7.6714,46.486,-57.139,22.953
15.175,2.1724,7.2369,56.737,-69.264,46.183
15.405,2.4218,7.5723,59.113,-67.494,19.85
14.85,2.0888,6.247,42.635,-78.102,41.96
15.799,4.4527,6.1507,86.98,-19.268,39.037
15.449,4.2433,5.1846,74.632,-28.357,37.567
13.07,4.1037,5.6431,7.4873,-37.518,12.649
13.047,4.1048,5.2819,6.5316,-39.14,48.018
13.413,4.355,7.2108,26.176,-24.864,39.169
13.869,4.8119,7.7045,40.201,-14.914,28.845
13.777,6.541,7.3438,42.794,15.149,46.593
12.487,7.3514,5.1903,-41.392,55.811,43.146
12.542,7.3202,5.1766,15.195,22.687,-20.302
12.615,7.2119,4.9365,-16.863,47.115,76.079
15.89,7.049,5.4308,94.417,28.119,49.276
14.309,6.5464,8.1062,62.875,16.708,42.608
14.885,7.9853,9.3886,85.677,34.067,58.908
14.973,6.5174,9.3067,91.644,17.341,55.688
15.978,7.6917,10.427,101.26,24.106,23.708
15.703,6.6866,11.902,86.438,-24.712,-89.5
15.714,6.4309,10.575,134.77,8.6952,40.496
15.989,6.3729,10.304,116.36,11.931,52.864
15.968,6.3676,10.41,67.035,5.8444,32.744
14.62,6.9991,11.321,47.856,46.376,68.553
14.806,6.6885,11.616,30.673,48.519,18.631
14.085,7.5148,11.665,-63.587,-115.27,1.4657
13.966,7.7766,11.713,-128.25,-48.753,-34.708
13.858,7.7449,11.819,-44.63,-51.15,-18.231
13.948,7.5677,11.691,-112.69,-128.15,-31.834
13.909,7.7045,11.623,-52.744,-117,50.307
13.543,7.5252,11.762,229.97,-157.44,-10.678
13.677,7.5652,11.978,-57.604,-128.14,-22.661
13.689,7.5579,11.841,146.71,-107,-155.52
13.62,7.9045,11.952,44.55,-103.69,-149.14
13.407,7.5159,11.712,142.36,-22.012,-179.9
13.32,7.3369,11.628,43.501,89.933,40.107
13.436,7.3245,11.679,-82.854,170.06,87.923
13.44,7.3029,11.69,-72.894,86.743,-13.034
13.418,7.4672,11.755,-55.105,139.83,86.117
13.486,7.3034,11.773,200.58,183.94,19.896
13.63,7.2372,11.718,-204.71,-100.6,117.85
13.516,7.3715,11.809,154.83,302.52,-150.47
13.612,7.3744,11.771,278.09,220.9,-40.816
13.53,7.37,11.857,82.98,-58.998,-164.54
13.542,7.3971,11.972,259.59,46.917,-130.59
13.574,7.3836,11.79,84.736,55.009,-199.91
13.593,7.4133,11.747,75.403,26.113,35.841
13.611,7.4007,11.699,216.87,-163.27,-31.905
13.602,7.3976,11.73,233.5,-51.911,-95.997
13.514,7.3926,11.732,34.991,19.111,-150.99
13.61,7.3968,11.686,-114.25,107.1,-89.763
13.627,7.3748,11.667,194.23,-62.062,76.759
13.625,7.3079,11.746,-137.77,7.7001,113.22
13.665,7.362,11.727,-184.53,239.3,-145.5
13.701,7.3203,11.709,158.91,24.706,-243.59
13.632,7.5008,11.689,-152.82,-127.15,-73.767
13.668,7.4475,11.678,287.13,-37.238,226.09
13.687,7.4416,11.681,125.88,-100.68,3.9703
13.752,7.4237,11.713,152.91,-65.791,-26.672
13.646,7.3938,11.722,127.43,71.023,-75.062
13.637,7.3933,11.725,68.624,154.43,-24.778
13.638,7.4024,11.717,-111.18,-85.337,55.789
13.662,7.4358,11.724,155.89,-256.6,260.52
13.63,7.4484,11.719,-115.47,12.657,0.49234
13.794,7.2651,11.679,320.73,15.368,9.2326
13.764,7.3459,11.816,-164.13,142.53,-143.07
13.978,7.1896,11.747,-97.91,127.49,-28.602
12.602,6.8947,10.492,40.185,29.103,65.18
12.076,6.8355,11.864,6.3217,39.657,-17.967
12.106,7.0998,11.911,78.814,-34.506,-21.063
12.911,7.1537,11.905,151.37,-19.773,-22.013
12.938,7.6598,10.488,56.037,7.804,68.21
12.691,5.1846,9.8782,27.122,3.4413,35.103
12.552,5.1708,11.925,33.208,40.867,-53.775
12.865,5.6892,11.467,40.769,36.917,55.419
12.704,5.7331,11.982,35.252,29.916,27.767
14.07,5.5638,11.88,54.486,67.718,-70.966
14.098,5.8897,11.966,80.896,42.672,-25.181
14.043,5.9046,11.993,-60.904,20.106,-3.7088
14.049,5.9082,11.95,120.97,69.953,7.5748
15.66,5.5047,10.544,133.48,21.818,-7.0961
15.904,5.5167,10.452,151.48,89.317,81.227
15.897,5.5061,10.473,-18.384,-42.666,11.829
15.781,5.5056,10.548,177.63,22.443,60.524
14.852,5.2307,9.434,87.46,8.2203,53.73
15.845,3.2113,9.3131,87.453,-27.459,52.097
14.603,2.657,8.8003,65.074,-56.316,30.629
14.552,0.089362,8.7579,-0.79999,-116.82,-9.156
15.126,0.57792,9.3318,82.702,-93.974,11.551
15.407,0.99536,9.4113,69.713,-91.206,41.189
15.3,0.93069,9.5056,21.851,-78.699,28.553
15.523,0.86854,9.3579,4.7301,-64.75,23.608
15.837,1.4592,9.9373,48.304,-60.797,35.343
14.932,0.35426,10.009,45.6,-80.298,2.2794
14.682,1.1958,10.777,69.648,-79.51,20.047
15.277,3.6345,10.811,106.07,-19.076,26.491
15.307,3.5038,10.223,100.8,-21.488,49.871
14.509,2.1919,11.96,59.072,-63.668,51.511
14.506,2.2022,12.008,70.787,-15.305,-61.658
12.71,3.2887,11.167,25.638,-31.798,27.406
12.365,0.79198,11.207,17.136,-101.56,16.732
12.271,0.60318,9.0669,11.786,-100.83,-1.4839
12.459,3.1252,9.5351,13.763,-43.731,18.551
11.613,2.5181,8.0326,-20.256,-68.879,2.5116
10.9,0.057086,10.512,51.065,-87.365,-90.213
11.467,1.3951,11.874,8.5714,-84.707,-29.832
9.8154,2.9011,11.367,-67.63,-47.696,32.458
8.0762,0.98207,11.584,-68.55,73.474,-46.67
8.7602,0.74823,11.482,-54.647,16.041,4.7693
9.267,0.80206,11.657,-101.79,7.7528,-15.159
9.3445,1.1309,11.747,-93.11,-37.401,39.542
9.1653,1.0184,11.604,-24.499,-88.861,-106.9
9.1808,1.0114,11.625,-117.89,44.221,11.869
9.1485,1.0581,11.644,16.567,48.232,1.8576
9.1492,1.0793,11.645,-247.06,-40.651,-95.791
9.8518,1.015,11.334,-75.322,-75.496,30.405
9.6082,0.51257,10.638,-53.735,23.924,-88.02
9.3112,0.20028,10.504,-31.419,-47.378,48.551
9.3017,0.24233,10.444,-111.46,1.146,-87.149
9.3069,0.16514,10.496,-15.088,64.834,-82.396
8.3347,0.34538,10.274,-72.39,19.534,-45.41
9.8298,0.64372,8.7366,-65.142,-95.359,-19.799
9.879,2.8559,9.1521,-60.062,-54.578,4.2047
9.8572,5.2873,9.5299,-57.261,-2.9795,16.846
8.0995,6.9569,9.6545,-106.44,-5.2396,-17.09
9.6105,7.6307,9.5263,-54.887,2.2359,4.801
11.767,6.3029,8.4373,-10.7,5.7231,20.16
11.763,5.0329,8.3324,-13.439,-7.1552,15.315
10.037,5.7236,11.437,-47.387,13.82,35.076
11.585,6.8074,11.877,42.083,47.403,-7.1792
11.767,6.8824,11.907,18.759,13.115,2.824
11.796,6.9406,12.001,162.32,-184.37,-16.003
11.794,6.945,11.986,20.678,105.2,-54.27
11.794,6.962,12.009,123.77,26.915,60.034
11.904,7.9358,11.599,52.213,-55.037,24.161
10.347,7.0584,10.263,-34.807,-25.284,19.475
10.835,6.9791,11.971,20.418,-39.416,-64.162
10.87,6.9573,11.56,26.071,27.821,-28.692
10.388,6.8178,11.203,-24.22,3.0748,63.88
10.402,6.9467,11.162,-18.211,-5.1185,8.6229
9.4764,6.4417,11.44,-42.65,-5.9429,7.7085
9.4771,6.6478,11.266,-33.999,-56.817,18.243
9.7831,6.9211,10.018,-49.964,17.78,28.585
8.2874,6.5835,10.608,-86.018,-5.3782,8.9499
8.7144,5.9709,11.699,-72.596,-13.668,20.733
9.3538,4.5501,12.379,-93.534,-24.901,-0.13884
9.8971,5.138,12.328,-64.806,-10.229,17.392
8.1138,5.3283,12.535,-114.53,-38.033,12.698
8.3974,6.7174,12.829,-92.509,-55.924,-30.373
8.4903,6.8038,12.775,-97.877,-3.395,7.5309
8.7378,7.7991,12.833,-71.074,-55.161,20.1
8.1949,7.4556,13.07,-95.42,-61.451,-0.22338
9.6104,7.5948,12.579,-55.403,-15.067,-55.817
9.5258,6.6524,12.642,-55.653,-61.839,2.7284
9.5408,6.525,12.619,-47.183,3.2744,-5.8881
9.1171,6.0409,12.536,-86.586,-3.5263,-56.834
10.599,7.8149,12.764,-15.958,-40.912,-48.331
11.835,7.2842,12.107,73.264,-87.887,-72.917
11.931,7.2647,12.215,31.457,-95.307,-32.98
11.826,6.9619,12.034,9.5755,88.884,-47.634
11.865,6.9447,12.295,13.841,54.903,-28.031
11.558,4.0306,13.725,-21.762,-30.021,-65.169
8.4799,5.5667,14.168,-130.85,-32.736,-48.116
8.0269,0.57039,15.686,-128.98,24.486,-50.995
8.8562,0.067934,15.72,-103.32,12.473,-3.6828
8.8964,0.63636,14.788,-110.66,24.944,-5.6996
8.5067,0.83445,13.485,-97.093,71.467,-22.981
9.7636,1.098,12.742,-73.958,24.054,-57.916
8.5795,1.1895,12.182,-64.949,-37.355,56.956
8.5286,1.1309,12.191,-69.277,-25.518,-67.882
8.5726,1.0128,12.404,-139.09,-22.21,-35.758
8.6659,1.2636,12.031,-90.995,-7.522,19.138
8.6725,1.5234,12.621,-123.9,6.1728,-64.688
8.9786,2.9782,12.655,-180.03,-48.161,11.901
8.9623,2.9735,12.598,-56.087,-33.511,23.075
8.6059,3.9368,12.22,-58.321,0.47717,5.351
8.6148,3.939,12.261,-175.54,-86.935,-24.616
10.914,2.0557,12.859,-35.029,-17.445,-83.193
11.904,3.3071,12.102,23.292,10.9,19.01
11.846,3.3102,12.1,-6.7739,-62.706,-14.748
11.939,3.261,12.312,-26.859,-46.933,-18.602
11.062,2.329,12.683,-5.4763,-27.67,-75.923
11.113,2.3133,12.614,-88.125,-106.2,-19.637
11.09,2.2671,12.5,-18.005,-28.883,-36.355
11.629,1.2301,12.041,5.2958,-65.63,-38.189
11.702,1.1787,12.05,-49.291,-51.946,27.779
11.595,0.85486,12.226,2.2063,-27.988,-68.165
10.517,0.11497,12.745,-26.017,35.18,-55.18
11.523,1.1527,13.009,-16.383,-28.95,-73.492
11.119,1.0423,14.706,-40.137,-26.263,-42.873
10.432,1.6689,14.25,-65.037,-28.513,-52.319
10.407,2.204,14.046,-69.537,-54.188,-55.116
